,account_creation_date,bot_or_not,clean_tweet_text,follower_count,following_count,tweet_text,tweet_time,tweetid,user_profile_description,user_reported_location,user_screen_name
981,2014-05-29,1,former msu terry bulldog boobie dixon hosts youth football camp,22212,8953,"Former MSU, Terry Bulldog Boobie Dixon hosts youth football camp https://t.co/IejTMmZeyC https://t.co/ETp8S6Oo6k",2017-06-30 23:48,880936164861116416,"Breaking news, weather, traffic and more for Memphis and Tennessee. DM us anytime. RTs not endorsements","Memphis, TN",OnlineMemphis
982,2014-08-27,1,drew barrymore gets candid about her post baby body showbiz,66980,10500,Drew Barrymore gets candid about her post-baby body  #showbiz,2015-03-27 01:26,581265974210342912,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
983,2015-11-23,1,overcome the addiction don t vote hillary,44895,45382,"Overcome the addiction, don't vote Hillary. https://t.co/7poQgbCs9v",2016-08-10 02:03,763194049733853184,"Truth is strong, and sometime or other will prevail!","Wisconsin, USA",USA_Gunslinger
984,2014-08-27,1,atlanta nurse charged with groping women under anesthesia,66980,10500,Atlanta nurse charged with groping women under anesthesia https://t.co/KlZ0eZrOgM https://t.co/fWzaYjvtV6,2017-05-16 14:55,864494515494715393,"New York City's local news on Twitter. Breaking news, sports, events and international news. Tweet us or DM","New York, NY",TodayNYCity
985,2014-07-05,1,christmas event at dallas fair park provides gifts for thousands in need news,24696,7388,Christmas event at Dallas' Fair Park provides gifts for thousands in need  #news,2015-12-20 03:50,678422226916347904,"Dallas top news and stories, powered 24/7","Dallas, Texas",DallasTopNews
986,2014-04-01,1,but nothing seemed to change,57,70,But nothing seemed to change,2014-07-26 09:01,492957762239102977,Things do not change; we change.,"Dallas, Texas",919aaa7f93c0dd791e54caa89b6213199d9a0f4d46531c3b7f046ad1b735cd9b
987,2014-05-05,1,bobby jindal receives honorary community college degree news,35988,11010,Bobby Jindal receives honorary community college degree  #news,2015-06-18 22:24,611660707260555264,"Breaking news, weather, traffic and more for New Orleans and Louisiana. DM us anytime. RTs not endorsements","New Orleans, LA",NewOrleansON
988,2014-05-14,1,local morning low temp breaks 131 year record,23595,13665,#local Morning Low Temp Breaks 131-Year Record,2015-03-01 00:13,571825594238828544,"Local news, sports, business, politics, entertainment, travel and opinion for Chicago and Illinois. DM us 24/7","Chicago, IL",ChicagoDailyNew
989,2014-08-28,1,18 cases of red bull 174 worth of groceries stolen from westlake grocery store,19351,8207,"18 cases of Red Bull, $174 worth of groceries stolen from Westlake grocery store https://t.co/coShgHoyjV https://t.co/qSSBAWyaie",2017-04-21 13:01,855406117727465472,"Breaking news, weather, traffic and more for Cleveland. DM us anytime. RTs not endorsements","City of Cleveland, USA",OnlineCleveland
990,2015-06-22,1,gym was good now i m tired mamadregin jalyssas _dyannam magic_mike_xxl sweetcheeks96 schulzinator17 ps_dejalovesyou idgaf_smdxoxo,486,5,Gym was good?? now I'm tired @mamadregin @JalyssaS @_dyannam @Magic_Mike_XXL @SweetCheeks96 @schulzinator17 @ps_dejalovesyou @idgaf_smdxoxo,2015-07-07 03:20,618258251616915457,http://t.co/Z2QpDqsbqr  provides wonderful apps to help workout.,"New York, USA",60f0b63e612aa72961a991ed83ad3318ccaa22f9c343ea79bb199e364cf75867
991,2015-03-15,1,freshman legislator invokes bible calls on house to confess sin of bad budgets politics,3378,1829,"Freshman legislator invokes Bible, calls on House to confess sin of bad budgets  #politics",2016-02-21 01:49,701222153161584640,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
992,2015-03-15,1,trump has point when he says debate audiences are out to get him politics,3378,1829,Trump has point when he says debate audiences are out to get him  #politics,2016-02-15 16:19,699266755437301760,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
993,2015-06-11,1,voting for hillary because she s a woman is the same as voting for obama because he was black it s dumb rolltidelady87 netplan3,76,6,Voting for Hillary because she's a woman is the same as voting for Obama because he was black. It's dumb. @RollTideLady87 @netplan3,2015-06-16 12:13,610782332006436864,Show you word.,"Washington, DC",481aeac8d54131a7639c1bae2fd6089284c5f4d3c2e5c224a1abedea1a8e84ba
994,2015-12-09,1,freedom of speech because my rights are more important than your feelings,47413,29429,Freedom of speech Because my rights are more important than your feelings https://t.co/EYpOSb7mfw,2016-06-20 21:15,745002061104766980,"Business Owner, Proud Father, Conservative, Christian, Patriot, Gun rights, Politically Incorrect. Love my country and my family #2A #GOP #tcot #WakeUpAmerica","Texas, USA",TheFoundingSon
995,2015-11-23,1,happy55th don t know if muslims celebrate birthdays tho,44895,45382,#Happy55th  Don't know if Muslims celebrate birthdays tho. https://t.co/6boytwpa88,2016-08-04 19:06,761277128088297472,"Truth is strong, and sometime or other will prevail!","Wisconsin, USA",USA_Gunslinger
996,2014-05-29,1,trump enlists kelly to enforce order but can the zoo be tamed,36094,20288,"Trump enlists Kelly to enforce order, but can the ‘zoo’ be tamed? https://t.co/bCVQgMrEkS",2017-07-29 22:49,891430410030284800,Tweets and politics,United States,Politweecs
997,2014-06-08,1,local doctors offering procedure to help ease back pain health,18560,7276,Local doctors offering procedure to help ease back pain  #health,2015-03-28 01:35,581630661733171200,"Boston's local news on Twitter. Breaking news, sports, events  and international news. Tweet us or DM","Boston, USA",TodayBostonMA
998,2015-03-15,1,new orleans pelicans guard tim frazier s admiration respect grows for jrue holiday sports,3378,1829,"New Orleans Pelicans guard Tim Frazier's admiration, respect grows for Jrue Holiday  #sports",2016-09-14 12:20,776032971455205376,Baton Rouge's latest news source. Follow us for original reporting and trusted news @BatonRougeVoice. DM your local news tips,"Baton Rouge, LA",cd08e4b204df337b04b4b0955d3479ca3d7de11f3dc271b9078e29d6d097a997
999,2014-06-21,1,the sports update astros rookie carlos correa credits his father s sacrifices sports,22823,5483,The Sports Update: Astros rookie Carlos Correa credits his father’s sacrifices  #sports,2015-06-12 23:08,609497563717201920,"Houston top news and stories, powered 24/7","Houston, TX",HoustonTopNews
0,Tue Oct 07 19:55:59 +0000 2014,0,chinese entrepreneur aided north korean efforts to develop nuclear weapons u s lawsuit says,28314,587,"Chinese entrepreneur aided North Korean efforts to develop nuclear weapons, U.S. lawsuit says https://t.co/QEyXD53cCA",2017-08-23 23:25:20,900499224457904128,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
1,Fri Jan 09 04:12:46 +0000 2009,0,uninsured negatively view website few americans confident it will be fixed,668974,138208,Uninsured Negatively View Website; Few Americans Confident It Will Be Fixed: http://t.co/W9Wl5NdbQP,2013-11-21 17:44:24,403579661957234689,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
2,Tue Aug 11 07:50:45 +0000 2009,0,jamesfallows sigh,44122,1985,@JamesFallows Sigh.,2019-02-27 14:01:56,1100757933036576768,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
3,Fri Apr 25 17:23:28 +0000 2008,0,re malkin attacking the ghost of john mccain in her cpac speech on immigration,2024701,7296,Re Malkin attacking “the ghost of John McCain” in her CPAC speech on immigration https://t.co/9pnHpmhgDC,2019-03-02 03:31:43,1101686495038050304,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
4,Fri Mar 06 03:20:20 +0000 2009,0,i m honored to have the support of 171 county sheriffs across texas vote early and choosecruz today,3312253,6473,"I'm honored to have the support of 171 county sheriffs across Texas.

Vote early and #ChooseCruz today:… https://t.co/Z3Titz8elZ",2018-10-27 19:42:00,1056269803466371073,Representing the great state of Texas in the US Senate,"Houston, Texas",tedcruz
5,Fri Mar 02 20:41:42 +0000 2007,0,are new zealand politicians too accessible to the public an attack on the minister for climate change has raised s,43173753,887,Are New Zealand politicians too accessible to the public? An attack on the minister for climate change has raised s… https://t.co/MDy9TrJPLI,2019-03-14 07:00:06,1106087590657183744,Where the conversation begins.,New York City,nytimes
6,Thu Oct 02 18:47:57 +0000 2014,0,just boarded four hour flight kind of hoping wifi doesn t work so i m not even tempted to go online and follow the,460588,3917,Just boarded four hour flight. Kind of hoping WiFi doesn’t work so I’m not even tempted to go online and follow the… https://t.co/r1sIpCgvHA,2018-09-27 13:08:14,1045299075111899136,"Director, Host",Washington DC,BillKristol
7,Fri Jan 09 04:12:46 +0000 2009,0,,668974,138208,https://t.co/RA05TUhAEA,2018-08-27 14:18:29,1034082729254678528,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
8,Wed Mar 25 12:39:59 +0000 2009,0,end the outrageous witch hunt greggjarrett ag jeff sessions is incompetent the fbi is corrupt amp robert mueller,1916957,2097,"End the Outrageous Witch Hunt- @GreggJarrett: AG Jeff Sessions is incompetent, the FBI is corrupt &amp; Robert Mueller… https://t.co/aKF0hj6BxL",2018-04-09 23:30:33,983487358929637376,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
9,Wed Aug 06 03:07:06 +0000 2008,0,what kim jong un wants from summit is to be viewed as an important world leader that is reasonable affable amp equal,3855142,2406,"What Kim Jong-un wants from summit is to be viewed as an important world leader that is reasonable,affable &amp; equal… https://t.co/K9IjxBYTO3",2018-06-07 23:47:10,1004872425010495488,"Follower of Christ, Husband, Father, US Senator for Florida",USA,marcorubio
10,Tue Oct 07 19:55:59 +0000 2014,0,the right to speak discourse and chinese power good piece by ebkania on china s push for huayuquan,28314,587,The Right to Speak: Discourse and Chinese Power. Good piece by ⁦@EBKania⁩ on China’s push for Huayuquan. https://t.co/6wyks8LSNa,2018-11-28 13:45:45,1067776563071148032,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
11,Wed Mar 25 12:39:59 +0000 2009,0,brennan s behavior and rhetoric that of a cornered rat brennan forgot to attack the fbi s opr americafirst potus trumptrain,1916957,2097,Brennan’s behavior and rhetoric that of a cornered rat—Brennan forgot to attack the FBI’s OPR. #AmericaFirst @POTUS #TrumpTrain,2018-03-17 18:04:24,975070360671539200,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
12,Tue Nov 18 00:43:47 +0000 2008,0,forthcoming dehumanizing policy these platforms are becoming dangerous farrakhan is a racist bigot homop,1211732,362,"“Forthcoming dehumanizing policy”?  these ‘platforms’ are becoming dangerous.   Farrakhan is a racist, bigot, homop… https://t.co/vuLHt5nnjT",2018-10-18 04:03:45,1052772196454678528,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
13,Fri Feb 09 00:35:02 +0000 2007,0,a dna testing site turned this woman from an only child to one of 30 siblings,41665561,1109,A DNA testing site turned this woman from an only child to one of 30 siblings https://t.co/gc4YIzPtt4 https://t.co/JDWjFpTdNF,2019-04-06 17:11:02,1114576259563044865,It’s our job to go there & tell the most difficult stories,Global,CNN
14,Tue Nov 18 00:43:47 +0000 2008,0,just as 99 of those on the right outright reject the nazis you must do the same with revolutionaries we can arg,1211732,362,"Just as 99% of those on the right outright reject the Nazis, you must do the same with revolutionaries.  We can arg… https://t.co/VBm08y0qyR",2018-08-27 03:25:48,1033918477382438914,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
15,Thu Aug 07 15:35:02 +0000 2008,0,the special counsel investigation is working and the house will ensure that it can continue free from interferenc,2415539,362,"The Special Counsel investigation is working, and the House will ensure that it can continue, free from interferenc… https://t.co/IdcCeXTek5",2019-01-26 02:42:31,1088990538173423616,"Speaker of the House, focused on strengthening America's middle class and creating jobs",Washington DC,SpeakerPelosi
16,Fri Apr 25 17:23:28 +0000 2008,0,4 i will fight to build on the work i ve done in my career to end violence against women and ensure women are,2024701,7296,4/“... I will fight to build on the work I’ve done in my career to end violence against women and ensure women are… https://t.co/LFkB2F3raQ,2019-03-31 13:07:00,1112340518455963648,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
17,Fri Jan 09 04:12:46 +0000 2009,0,so trump told howard stern in 11 02 he supporting invading iraq guess he was for the war before he was against it,668974,138208,So Trump told Howard Stern in 11/02 he supporting invading Iraq. Guess he was for the war before he was against it. https://t.co/S7iQCY7orv,2016-02-19 14:20:53,700686494273392640,Former Deputy Chief of Staff to President George W Bush,Washington DC,KarlRove
18,Wed Mar 25 12:39:59 +0000 2009,0,deep state exposed newly released messages between fbi paramours strzok amp page reveal dimm corruption went all th,1916957,2097,Deep State Exposed - newly-released messages between FBI paramours Strzok &amp; Page reveal Dimm corruption went all th… https://t.co/b5pCNzSykd,2018-02-07 22:00:03,961358924162174978,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
19,Wed Apr 28 22:38:40 +0000 2010,0,i m just gonna put you down as haven t even read the proposal i apparently have an opinion on here s a link,3846203,1457,"I’m just gonna put you down as:
“haven’t even read the proposal I (apparently) have an opinion on.”

Here’s a link… https://t.co/W8zRcSqdOe",2019-02-26 22:03:47,1100516803422375936,Congresswoman for NY-14 (Bronx and Queens),"Bronx and Queens, NYC",AOC
20,Tue Aug 11 07:50:45 +0000 2009,0,mar 6 1919 four workers three of them women push wheel barrows down a board walk on a united gas improvement p,44122,1985,"Mar 6, 1919 - Four workers, three of them women, push wheel barrows down a board walk on a United Gas Improvement p… https://t.co/YyAp3Ck6et",2019-03-07 16:19:51,1103691740496781312,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
21,Tue Mar 20 17:46:05 +0000 2007,0,auburn tops kentucky for first final four berth,20346016,1083,Auburn tops Kentucky for first Final Four berth https://t.co/JmJHJqcCtz https://t.co/xsp1czLTdt,2019-03-31 22:46:26,1112486337947553798,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
22,Thu Aug 13 22:56:16 +0000 2009,0,donald trump jr questioned smollett case instagram made him remove post,1514079,139,"Donald Trump, Jr. Questioned Smollett Case, Instagram Made Him Remove Post https://t.co/Yv7Jy4vq6Q",2019-02-20 11:01:10,1098175724224237568,Former Governor of Alaska and GOP Vice Presidential Nominee,Alaska,SarahPalinUSA
23,Mon Mar 05 22:08:25 +0000 2007,0,it s up to us to restore the ideals that made this country great president obama womensucceed,105520767,614870,"""It's up to us to restore the ideals that made this country great."" —President Obama #WomenSucceed",2014-10-31 16:02:16,528215384659222528,"Dad, husband, President, citizen",Washington DC,BarackObama
24,Thu May 07 09:14:43 +0000 2009,0,trump tells russia to get out of venezuela,910420,208,Trump tells Russia 'to get out' of Venezuela https://t.co/9mp8Fkc0Pa https://t.co/JUjwwOIYwP,2019-03-27 17:22:06,1110955162904854530,The official space of CNA - the source of breaking news from Asia and the world,Singapore,ChannelNewsAsia
25,Fri Apr 25 17:23:28 +0000 2008,0,jakesherman yashar senatemajldr congrats on the book,2024701,7296,@JakeSherman @yashar @senatemajldr Congrats on the book!,2019-04-04 19:08:17,1113880990936641537,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
26,Sat May 12 13:04:50 +0000 2007,0,china s say in how global markets rise and fall is increasingly apparent and its influence will only increase,23647780,1,"China's say in how global markets rise and fall is increasingly apparent, and its influence will only increase https://t.co/QZNA441I9R",2019-03-12 02:42:09,1105297898584059906,News and analysis with a global perspective,London,TheEconomist
27,Sun Apr 01 06:22:13 +0000 2007,0,who s getting into fintech lending in mexico goldman sachs the former ceo of morgan stanley and the co founder of,16519657,1126,"Who's getting into fintech lending in Mexico? Goldman Sachs, the former CEO of Morgan Stanley and the co-founder of… https://t.co/Dfmfy6lAUp",2019-03-14 11:00:09,1106148001435869190,Breaking news and features from the WSJ,New York City,WSJ
28,Thu Mar 12 15:44:18 +0000 2009,0,was judgejeanine upset realdonaldtrump didn t pick her for scotus find out on the contributing factor or itunes,3008678,55,Was @JudgeJeanine upset @realDonaldTrump didn't pick her for SCOTUS? Find out on The Contributing Factor: https://t.co/J3t7yzI6qz or iTunes,2017-02-03 23:25:01,827659184867049472,Former host on Fox News,Washington DC,BillOReilly
29,Thu May 07 09:14:43 +0000 2009,0,townsend hails tottenham s rose for speaking against racism,910420,208,Townsend hails Tottenham's Rose for speaking against racism https://t.co/WH9WyAwzvy https://t.co/YCF3i4pXzj,2019-04-08 05:35:06,1115125898557050880,The official space of CNA - the source of breaking news from Asia and the world,Singapore,ChannelNewsAsia
30,Fri Feb 10 18:30:31 +0000 2012,0,rescuers now going door to door as florence continues to unleash its fury on the carolinas as the death toll rises,129230,713,"Rescuers now going door-to-door as Florence continues to unleash its fury on the Carolinas, as the death toll rises… https://t.co/BhsGls7fI7",2018-09-17 15:30:00,1041710871750303744,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
31,Wed Mar 25 12:39:59 +0000 2009,0,stopthecaravan edrollins this is a fabulous agreement it is a major step forward we can t have open borders,1916957,2097,#StopTheCaravan – @EdRollins: This is a fabulous agreement. It is a major step forward. We can’t have open borders.… https://t.co/Ewzty8wQFk,2018-10-18 23:33:26,1053066556006170624,"Lou Dobbs Tonight, Fox Business Network, 7 & 11 pm",New York City,LouDobbs
32,Wed Mar 18 13:46:38 +0000 2009,0,i hope the people over at the fed will read today s wall street journal editorial before they make yet another mist,59545891,45,I hope the people over at the Fed will read today’s Wall Street Journal Editorial before they make yet another mist… https://t.co/JpL19aka8V,2018-12-18 12:13:24,1075001077576151041,45th President of the United States of America,Washington DC,realDonaldTrump
33,Tue Oct 07 19:55:59 +0000 2014,0,justjalina miekeeoyang kellymagsamen lindseywford natsecdiver ahfdc ashacastleberry jenkinsbd krhajduk,28314,587,@justjalina @MiekeEoyang @kellymagsamen @lindseywford @NatSecDiver @ahfdc @AshaCastleberry @Jenkinsbd @krhajduk… https://t.co/oWk22nM1pv,2019-01-30 00:13:37,1090402615953903616,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
34,Fri Feb 10 18:30:31 +0000 2012,0,incredible video shows an army specialist rescuing a woman with disabilities from rising massachusetts waters,129230,713,Incredible video shows an Army Specialist rescuing a woman with disabilities from rising Massachusetts waters https://t.co/G7YOzK30nv,2018-09-19 17:00:01,1042458302301396992,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
35,Fri Feb 10 18:30:31 +0000 2012,0,a phillies fan caught a homerun while holding his infant son,129230,713,A Phillies fan caught a homerun while holding his infant son https://t.co/mkvP0NrCj8,2018-07-25 10:13:07,1022062180752154624,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
36,Tue Oct 07 19:55:59 +0000 2014,0,good move if true philippines shld not give in to chinese coercion around thitu bad precedent if they do,28314,587,"Good move, if true. Philippines shld not give in to Chinese coercion around Thitu. Bad precedent if they do. https://t.co/TMXnXCZrcL",2017-08-30 12:51:32,902876441725063170,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
37,Thu Mar 12 15:44:18 +0000 2009,0,on any given day there are about 15 million human beings present in new york city the streets are crowded folks,3008678,55,"On any given day, there are about 15 million human beings present in New York City. The streets are crowded, folks… https://t.co/Tv112kcWvV",2018-05-23 15:00:02,999303950737297408,Former host on Fox News,Washington DC,BillOReilly
38,Tue Nov 18 00:43:47 +0000 2008,0,he either is someone hls should keep their eye on or he knows something we don t know either way this may be a,1211732,362,"He either is someone HLS should keep their eye on OR he knows something we don’t know.    Either way, this may be a… https://t.co/Je8Fsj5ClZ",2019-02-21 23:25:16,1098725373330763778,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
39,Wed Mar 18 13:46:38 +0000 2009,0,,59545891,45,https://t.co/h43dehf0WV,2018-09-25 15:27:35,1044609366970814465,45th President of the United States of America,Washington DC,realDonaldTrump
40,Fri Mar 02 20:41:42 +0000 2007,0,how did we get here why have schools remained so segregated for so long and what can new york city s leaders do t,43173753,887,How did we get here? Why have schools remained so segregated for so long? And what can New York City’s leaders do t… https://t.co/QY2my5FYff,2019-03-26 23:15:45,1110681774072434706,Where the conversation begins.,New York City,nytimes
41,Fri Mar 06 03:20:20 +0000 2009,0,we have reached utopia,3312253,6473,We have reached Utopia. https://t.co/YSHQTfeGht,2019-04-03 01:42:20,1113255380438491136,Representing the great state of Texas in the US Senate,"Houston, Texas",tedcruz
42,Wed Aug 06 03:07:06 +0000 2008,0,apparently jorgeramosnews was able to call his office amp was in the middle of explaining that maduro had detained,3855142,2406,Apparently @jorgeramosnews was able to call his office &amp; was in the middle of explaining that #Maduro had detained… https://t.co/DryfOd0w71,2019-02-26 01:27:59,1100205804634947585,"Follower of Christ, Husband, Father, US Senator for Florida",USA,marcorubio
43,Wed Apr 28 22:38:40 +0000 2010,0,ocasio2018 s bronx office was a tiny space that we shared with a livery cab company i met with people in a back,3846203,1457,"Ocasio2018’s Bronx ‘office’ was a tiny space that we shared with a livery cab company.

I met with people in a back… https://t.co/cj3A9XoC8h",2018-07-06 13:54:54,1015232624963538946,Congresswoman for NY-14 (Bronx and Queens),"Bronx and Queens, NYC",AOC
44,Fri Apr 25 17:23:28 +0000 2008,0,4 and a running joke among border agents a source tells me is that the plaque will serve as a decent foothold,2024701,7296,"4/ ...and a running joke among border agents, a source tells me, is that the plaque will serve as a decent foothold… https://t.co/d1JHYppwo7",2019-04-05 19:53:00,1114254632405094400,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,Washington DC,jaketapper
45,Tue Nov 18 00:43:47 +0000 2008,0,another ambassador for thenazarenefund d andra was in iraq and met with a woman who was enslaved for 4 years,1211732,362,Another Ambassador for #TheNazareneFund.   D’Andra was in Iraq and met with a woman who was enslaved for 4 years.… https://t.co/CBgt9DpWtM,2018-03-29 02:23:42,979182280131448832,question with boldness - to find the truth - not to prove your point,"Dallas, Rockies, NYC",glennbeck
46,Mon Mar 05 22:08:25 +0000 2007,0,live the president announces new national monuments and an initiative to protect the nation s unique outdoor spaces,105520767,614870,LIVE: The President announces new national monuments and an initiative to protect the nation's unique outdoor spaces. http://t.co/KyWNB87mKy,2015-02-19 20:00:14,568500324698361860,"Dad, husband, President, citizen",Washington DC,BarackObama
47,Tue Oct 07 19:55:59 +0000 2014,0,,28314,587,https://t.co/dalwTKoYdE,2018-02-15 21:29:11,964250259395366912,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
48,Tue Oct 07 19:55:59 +0000 2014,0,us trade chief warns that china talks could fail financial times,28314,587,US trade chief warns that China talks could fail | Financial Times https://t.co/K5rJzw26jj,2019-03-12 23:02:58,1105605126935453697,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
49,Mon Oct 08 00:29:38 +0000 2007,0,voters say the top issue facing women today is pay equity and job discrimination according to a new poll reprod,3789860,1399,"Voters say the top issue facing women today is pay equity and job discrimination, according to a new poll. 

Reprod… https://t.co/PNfd1jOczi",2019-03-08 19:15:04,1104098224963575808,Nobody knows politics like POLITICO,Washington DC,politico
50,Tue Oct 07 19:55:59 +0000 2014,0,waisingrin taiwan has ended practice of its fishermen hiring nk workers and taken other steps to reduce its economic interaction with nk,28314,587,@waisingrin Taiwan has ended practice of its fishermen hiring NK workers and taken other steps to reduce its economic interaction with NK.,2017-09-08 01:00:14,905958926679724032,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
51,Tue Mar 20 17:46:05 +0000 2007,0,all brexit options are on the table uk conservatives chair,20346016,1083,All Brexit options are on the table: UK Conservatives chair https://t.co/icR1ApMvQb https://t.co/mAojkmeFep,2019-03-30 13:06:24,1111977981419945985,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
52,Tue Aug 11 07:50:45 +0000 2009,0,lbenabdallah oumarkba ah my viewpoint is not valid because of who i am and what i look like i understand perfectly,44122,1985,"@LBenabdallah @OumarKBa Ah, my viewpoint is not valid, because of who I am and what I look like. I understand perfectly.",2019-04-07 17:56:31,1114950093415833600,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
53,Thu Aug 13 22:56:16 +0000 2009,0,boycott incoming nike just signed colin kaepernick to multi million dollar deal,1514079,139,Boycott Incoming… NIKE Just Signed Colin Kaepernick To Multi-Million Dollar Deal https://t.co/KE5ZG7MRdU,2018-09-04 18:46:00,1037049154139086849,Former Governor of Alaska and GOP Vice Presidential Nominee,Alaska,SarahPalinUSA
54,Thu Aug 07 15:35:02 +0000 2008,0,there is no end to the depths of the trump administration s cruelty millions of women around the world rely on u s,2415539,362,There is no end to the depths of the Trump Administration’s cruelty. Millions of women around the world rely on U.S… https://t.co/5GLfGbhU7X,2019-03-26 15:25:36,1110563456774746112,"Speaker of the House, focused on strengthening America's middle class and creating jobs",Washington DC,SpeakerPelosi
55,Fri Feb 10 18:30:31 +0000 2012,0,president trump chooses morgan ortagus to be the state department s new spokesperson,129230,713,President Trump chooses Morgan Ortagus to be the State Department’s new spokesperson. https://t.co/1RxEJRIqIQ,2019-04-03 13:21:00,1113431204026404865,Airs weekdays from 4-6am ET on the Fox News Channel,New York City,FoxFriendsFirst
56,Tue Aug 11 07:50:45 +0000 2009,0,paulgambles2 alternatively a preference to save rather than spend tends to bid up asset prices deferred consumpt,44122,1985,"@PaulGambles2 Alternatively, a preference to save rather than spend tends to bid up asset prices (deferred consumpt… https://t.co/vS4WcFxGEq",2019-03-18 01:53:39,1107460022601175040,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
57,Sun Sep 20 14:34:27 +0000 2009,0,jessesingal,122596,996,@jessesingal https://t.co/E7juap2dpC,2019-03-04 15:17:16,1102588829121372160,Professor at FletcherSchool,Washington DC,dandrezner
58,Thu May 07 09:14:43 +0000 2009,0,tech energy shares prop up wall street,910420,208,"Tech, energy shares prop up Wall Street https://t.co/YbgATmwDrB https://t.co/MNxn5FfHja",2019-03-26 17:42:35,1110597931483037696,The official space of CNA - the source of breaking news from Asia and the world,Singapore,ChannelNewsAsia
59,Mon Mar 05 22:08:25 +0000 2007,0,we have to make sure america writes the rules of the global economy president obama leadontrade,105520767,614870,"""We have to make sure America writes the rules of the global economy."" —President Obama #LeadOnTrade",2015-05-08 17:00:21,596721309830131712,"Dad, husband, President, citizen",Washington DC,BarackObama
60,Tue Oct 07 19:55:59 +0000 2014,0,hiding in plain sight why hong kong is a preferred spot for nk s money launderers cnni outstanding journalism,28314,587,Hiding in plain sight: Why Hong Kong is a preferred spot for NK's money launderers @CNNI https://t.co/GFKtkJAOSl. Outstanding journalism,2017-10-28 22:39:11,924405208947593217,"Senior Adviser for Asia, Director, China Power Project, CSIS",Washington DC,BonnieGlaser
61,Tue Mar 20 17:46:05 +0000 2007,0,watch abs of steel minnesota man set a guinness world record for his age with a 38 minute plank,20346016,1083,WATCH: Abs of steel - Minnesota man set a Guinness World Record for his age with a 38-minute plank https://t.co/FdBw91oi2a,2019-03-30 07:40:00,1111895836839936000,"Top and breaking news, pictures, and videos from Reuters",Around the world,Reuters
62,Tue Aug 11 07:50:45 +0000 2009,0,25 but beneath trump s praise the administration s message was we are keeping the pressure on and if there aren,44122,1985,"25. But beneath Trump's praise, the Administration's message was: we are keeping the pressure on, and if there aren… https://t.co/yEMES6aM55",2019-03-22 19:35:48,1109176874134106113,"Managing Director, Chief Strategist at Silvercrest Asset Management",New York City,prchovanec
63,Thu Oct 02 18:47:57 +0000 2014,0,why is dcexaminer picking on rep elise stefanik one suspects it has been her willingness to challenge republica,460588,3917,"Why is @dcexaminer picking on Rep. Elise Stefanik? ""One suspects it has been her willingness to challenge Republica… https://t.co/WZ6Q2MFbJQ",2019-01-11 11:49:27,1083692361098690560,"Director, Host",Washington DC,BillKristol
